"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","Georeference"
"04/30/2026 12:00:00 AM","subway","111","Seneca Av (M)","Queens","omny","OMNY - Full Fare","2","0","40.702763","-73.90774","POINT (-73.90774 40.702763)"
"04/30/2026 12:00:00 AM","subway","122","Graham Av (L)","Brooklyn","omny","OMNY - Students","2","0","40.714565","-73.94405","POINT (-73.94405 40.714565)"
"04/30/2026 12:00:00 AM","subway","150","155 St (C)","Manhattan","omny","OMNY - Seniors & Disability","1","1","40.830517","-73.94151","POINT (-73.94151 40.830517)"
"04/30/2026 12:00:00 AM","subway","176","Lafayette Av (C)","Brooklyn","omny","OMNY - Fair Fare","1","0","40.68611","-73.973946","POINT (-73.973946 40.68611)"
"04/30/2026 12:00:00 AM","subway","256","Parsons Blvd (F)","Queens","omny","OMNY - Full Fare","13","0","40.707565","-73.80333","POINT (-73.80333 40.707565)"
"04/30/2026 12:00:00 AM","subway","257","Sutphin Blvd (F)","Queens","omny","OMNY - Students","1","0","40.70546","-73.81071","POINT (-73.81071 40.70546)"
"04/30/2026 12:00:00 AM","subway","26","DeKalb Av (B,Q,R)","Brooklyn","omny","OMNY - Seniors & Disability","5","0","40.690636","-73.98183","POINT (-73.98183 40.690636)"
"04/30/2026 12:00:00 AM","subway","345","Crown Hts-Utica Av (3,4)","Brooklyn","omny","OMNY - Students","2","0","40.668896","-73.932945","POINT (-73.932945 40.668896)"
"04/30/2026 12:00:00 AM","subway","405","23 St-Baruch College (6)","Manhattan","metrocard","Metrocard - Other","1","0","40.739864","-73.9866","POINT (-73.9866 40.739864)"
"04/30/2026 12:00:00 AM","subway","460","33 St-Rawson St (7)","Queens","omny","OMNY - Students","2","0","40.744587","-73.931","POINT (-73.931 40.744587)"
"04/30/2026 12:00:00 AM","subway","147","175 St (A)","Manhattan","omny","OMNY - Full Fare","8","0","40.84739","-73.939705","POINT (-73.939705 40.84739)"
"04/30/2026 12:00:00 AM","subway","179","Nostrand Av (A,C)","Brooklyn","omny","OMNY - Fair Fare","4","1","40.68044","-73.950424","POINT (-73.950424 40.68044)"
"04/30/2026 12:00:00 AM","subway","259","Kew Gardens-Union Tpke (E,F)","Queens","omny","OMNY - Other","10","0","40.71444","-73.83101","POINT (-73.83101 40.71444)"
"04/30/2026 12:00:00 AM","subway","291","Clinton-Washington Avs (G)","Brooklyn","omny","OMNY - Students","1","0","40.688087","-73.96684","POINT (-73.96684 40.688087)"
"04/30/2026 12:00:00 AM","subway","38","86 St (R)","Brooklyn","omny","OMNY - Students","2","0","40.62269","-74.0284","POINT (-74.0284 40.62269)"
"04/30/2026 12:00:00 AM","subway","10","49 St (N,R,W)","Manhattan","omny","OMNY - Fair Fare","15","0","40.7599","-73.98414","POINT (-73.98414 40.7599)"
"04/30/2026 12:00:00 AM","subway","120","Bedford Av (L)","Brooklyn","omny","OMNY - Full Fare","205","1","40.717304","-73.95687","POINT (-73.95687 40.717304)"
"04/30/2026 12:00:00 AM","subway","14","23 St (R,W)","Manhattan","omny","OMNY - Full Fare","153","1","40.741302","-73.98934","POINT (-73.98934 40.741302)"
"04/30/2026 12:00:00 AM","subway","187","Shepherd Av (C)","Brooklyn","omny","OMNY - Full Fare","5","0","40.67413","-73.88075","POINT (-73.88075 40.67413)"
"04/30/2026 12:00:00 AM","subway","366","Parkchester (6)","Bronx","omny","OMNY - Students","2","0","40.833225","-73.86082","POINT (-73.86082 40.833225)"
"04/30/2026 12:00:00 AM","subway","627","Franklin Av (C,S)","Brooklyn","omny","OMNY - Fair Fare","1","0","40.68099","-73.95634","POINT (-73.95634 40.68099)"
"04/30/2026 12:00:00 AM","subway","13","28 St (R,W)","Manhattan","omny","OMNY - Fair Fare","6","0","40.745495","-73.98869","POINT (-73.98869 40.745495)"
"04/30/2026 12:00:00 AM","subway","130","Wilson Av (L)","Brooklyn","omny","OMNY - Full Fare","12","0","40.688763","-73.904045","POINT (-73.904045 40.688763)"
"04/30/2026 12:00:00 AM","subway","183","Rockaway Av (C)","Brooklyn","omny","OMNY - Seniors & Disability","2","0","40.67834","-73.91195","POINT (-73.91195 40.67834)"
"04/30/2026 12:00:00 AM","subway","228","23 St (F,M)","Manhattan","omny","OMNY - Fair Fare","6","0","40.742878","-73.99282","POINT (-73.99282 40.742878)"
"04/30/2026 12:00:00 AM","subway","228","23 St (F,M)","Manhattan","omny","OMNY - Students","4","0","40.742878","-73.99282","POINT (-73.99282 40.742878)"
"04/30/2026 12:00:00 AM","subway","251","Avenue U (F)","Brooklyn","omny","OMNY - Full Fare","1","0","40.59606","-73.97336","POINT (-73.97336 40.59606)"
"04/30/2026 12:00:00 AM","subway","277","7 Av (E,B,D)","Manhattan","metrocard","Metrocard - Other","1","0","40.762863","-73.981636","POINT (-73.981636 40.762863)"
"04/30/2026 12:00:00 AM","subway","282","21 St (G)","Queens","omny","OMNY - Seniors & Disability","1","0","40.744064","-73.94972","POINT (-73.94972 40.744064)"
"04/30/2026 12:00:00 AM","subway","306","125 St (1)","Manhattan","omny","OMNY - Full Fare","37","0","40.815582","-73.958374","POINT (-73.958374 40.815582)"
"04/30/2026 12:00:00 AM","subway","309","103 St (1)","Manhattan","omny","OMNY - Seniors & Disability","4","0","40.799446","-73.968376","POINT (-73.968376 40.799446)"
"04/30/2026 12:00:00 AM","subway","318","34 St-Penn Station (1,2,3)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","1","0","40.750374","-73.99106","POINT (-73.99106 40.750374)"
"04/30/2026 12:00:00 AM","subway","396","96 St (6)","Manhattan","omny","OMNY - Full Fare","40","6","40.78567","-73.95107","POINT (-73.95107 40.78567)"
"04/30/2026 12:00:00 AM","subway","418","233 St (2,5)","Bronx","omny","OMNY - Full Fare","7","1","40.893192","-73.857475","POINT (-73.857475 40.893192)"
"04/30/2026 12:00:00 AM","subway","626","Franklin Av-Medgar Evers College/Botanic Garden (2,3,4,5,S)","Brooklyn","omny","OMNY - Other","8","0","40.670513","-73.95869","POINT (-73.95869 40.670513)"
"04/30/2026 12:00:00 AM","subway","189","Grant Av (A)","Brooklyn","omny","OMNY - Full Fare","5","0","40.677044","-73.86505","POINT (-73.86505 40.677044)"
"04/30/2026 12:00:00 AM","subway","240","7 Av (F,G)","Brooklyn","omny","OMNY - Seniors & Disability","2","0","40.66627","-73.98031","POINT (-73.98031 40.66627)"
"04/30/2026 12:00:00 AM","subway","255","169 St (F)","Queens","omny","OMNY - Fair Fare","1","0","40.71047","-73.7936","POINT (-73.7936 40.71047)"
"04/30/2026 12:00:00 AM","subway","295","231 St (1)","Bronx","omny","OMNY - Other","1","0","40.878857","-73.90483","POINT (-73.90483 40.878857)"
"04/30/2026 12:00:00 AM","subway","3","30 Av (N,W)","Queens","omny","OMNY - Fair Fare","2","0","40.76678","-73.92148","POINT (-73.92148 40.76678)"
"04/30/2026 12:00:00 AM","subway","323","Christopher St-Stonewall (1)","Manhattan","omny","OMNY - Other","8","0","40.73342","-74.00291","POINT (-74.00291 40.73342)"
"04/30/2026 12:00:00 AM","subway","358","Newkirk Av-Little Haiti (2,5)","Brooklyn","metrocard","Metrocard - Other","1","0","40.63997","-73.94841","POINT (-73.94841 40.63997)"
"04/30/2026 12:00:00 AM","subway","359","Flatbush Av-Brooklyn College (2,5)","Brooklyn","omny","OMNY - Seniors & Disability","4","2","40.632835","-73.94764","POINT (-73.94764 40.632835)"
"04/30/2026 12:00:00 AM","subway","604","161 St-Yankee Stadium (4,B,D)","Bronx","omny","OMNY - Full Fare","67","7","40.82795","-73.92574","POINT (-73.92574 40.82795)"
"04/30/2026 12:00:00 AM","subway","62","55 St (D)","Brooklyn","omny","OMNY - Full Fare","5","0","40.631435","-73.995476","POINT (-73.995476 40.631435)"
"04/30/2026 12:00:00 AM","subway","126","Jefferson St (L)","Brooklyn","metrocard","Metrocard - Other","1","0","40.706608","-73.92291","POINT (-73.92291 40.706608)"
"04/30/2026 12:00:00 AM","subway","160","72 St (C,B)","Manhattan","omny","OMNY - Seniors & Disability","4","1","40.775593","-73.97641","POINT (-73.97641 40.775593)"
"04/30/2026 12:00:00 AM","subway","222","Roosevelt Island (M)","Manhattan","omny","OMNY - Seniors & Disability","1","1","40.759144","-73.95326","POINT (-73.95326 40.759144)"
"04/30/2026 12:00:00 AM","subway","298","207 St (1)","Manhattan","metrocard","Metrocard - Other","1","0","40.86462","-73.91882","POINT (-73.91882 40.86462)"
"04/30/2026 12:00:00 AM","subway","373","E 149 St (6)","Bronx","omny","OMNY - Full Fare","6","1","40.81212","-73.9041","POINT (-73.9041 40.81212)"
"04/30/2026 12:00:00 AM","subway","374","E 143 St-St Mary's St (6)","Bronx","omny","OMNY - Seniors & Disability","1","0","40.80872","-73.90765","POINT (-73.90765 40.80872)"
"04/30/2026 12:00:00 AM","subway","603","149 St-Grand Concourse (2,4,5)","Bronx","omny","OMNY - Other","4","0","40.818394","-73.92703","POINT (-73.92703 40.818394)"
"04/30/2026 12:00:00 AM","subway","127","DeKalb Av (L)","Brooklyn","omny","OMNY - Full Fare","27","0","40.70381","-73.91843","POINT (-73.91843 40.70381)"
"04/30/2026 12:00:00 AM","subway","151","145 St (A,C,B,D)","Manhattan","omny","OMNY - Full Fare","31","1","40.824783","-73.944214","POINT (-73.944214 40.824783)"
"04/30/2026 12:00:00 AM","subway","223","Lexington Av/63 St (M,Q)","Manhattan","omny","OMNY - Other","2","0","40.76463","-73.96611","POINT (-73.96611 40.76463)"
"04/30/2026 12:00:00 AM","subway","283","Greenpoint Av (G)","Brooklyn","omny","OMNY - Full Fare","38","0","40.731354","-73.95445","POINT (-73.95445 40.731354)"
"04/30/2026 12:00:00 AM","subway","314","66 St-Lincoln Center (1)","Manhattan","omny","OMNY - Other","1","0","40.77344","-73.98221","POINT (-73.98221 40.77344)"
"04/30/2026 12:00:00 AM","subway","337","Nevins St (2,3,4,5)","Brooklyn","omny","OMNY - Fair Fare","4","1","40.688248","-73.98049","POINT (-73.98049 40.688248)"
"04/30/2026 12:00:00 AM","subway","368","Morrison Av-Soundview (6)","Bronx","omny","OMNY - Students","1","0","40.82952","-73.87452","POINT (-73.87452 40.82952)"
"04/30/2026 12:00:00 AM","subway","613","Lexington Av/59 St (4,5,6,N,R,W)","Manhattan","omny","OMNY - Seniors & Disability","17","0","40.762592","-73.96761","POINT (-73.96761 40.762592)"
"04/30/2026 12:00:00 AM","subway","173","High St (A,C)","Brooklyn","omny","OMNY - Other","6","0","40.699337","-73.99053","POINT (-73.99053 40.699337)"
"04/30/2026 12:00:00 AM","subway","218","167 St (B,D)","Bronx","metrocard","Metrocard - Other","1","0","40.83377","-73.91844","POINT (-73.91844 40.83377)"
"04/30/2026 12:00:00 AM","subway","266","Elmhurst Av (M,R)","Queens","omny","OMNY - Other","3","0","40.742455","-73.88202","POINT (-73.88202 40.742455)"
"04/30/2026 12:00:00 AM","subway","288","Myrtle-Willoughby Avs (G)","Brooklyn","omny","OMNY - Full Fare","10","0","40.69457","-73.94904","POINT (-73.94904 40.69457)"
"04/30/2026 12:00:00 AM","subway","388","167 St (4)","Bronx","omny","OMNY - Other","4","0","40.835537","-73.9214","POINT (-73.9214 40.835537)"
"04/30/2026 12:00:00 AM","subway","426","E 180 St (2,5)","Bronx","omny","OMNY - Other","15","0","40.841892","-73.87349","POINT (-73.87349 40.841892)"
"04/30/2026 12:00:00 AM","subway","432","Prospect Av (2,5)","Bronx","metrocard","Metrocard - Other","1","0","40.819584","-73.90177","POINT (-73.90177 40.819584)"
"04/30/2026 12:00:00 AM","subway","461","Queensboro Plaza (7,N,W)","Queens","omny","OMNY - Fair Fare","4","0","40.750584","-73.9402","POINT (-73.9402 40.750584)"
"04/30/2026 12:00:00 AM","subway","601","14 St/6 Av (1,2,3,L,F,M)","Manhattan","omny","OMNY - Other","15","0","40.737797","-73.997734","POINT (-73.997734 40.737797)"
"04/30/2026 12:00:00 AM","subway","621","Broadway Junction (A,C,J,Z,L)","Brooklyn","omny","OMNY - Full Fare","33","2","40.678898","-73.90436","POINT (-73.90436 40.678898)"
"04/30/2026 12:00:00 AM","subway","635","Whitehall St-South Ferry (1,R,W)","Manhattan","metrocard","Metrocard - Other","13","0","40.702576","-74.01333","POINT (-74.01333 40.702576)"
"04/30/2026 12:00:00 AM","subway","8","5 Av/59 St (N,R,W)","Manhattan","omny","OMNY - Fair Fare","5","1","40.764812","-73.97335","POINT (-73.97335 40.764812)"
"04/30/2026 12:00:00 AM","subway","101","Marcy Av (M,J,Z)","Brooklyn","omny","OMNY - Fair Fare","4","0","40.70836","-73.957756","POINT (-73.957756 40.70836)"
"04/30/2026 12:00:00 AM","subway","238","Smith-9 Sts (F,G)","Brooklyn","omny","OMNY - Seniors & Disability","2","0","40.67358","-73.99596","POINT (-73.99596 40.67358)"
"04/30/2026 12:00:00 AM","subway","240","7 Av (F,G)","Brooklyn","omny","OMNY - Full Fare","31","0","40.66627","-73.98031","POINT (-73.98031 40.66627)"
"04/30/2026 12:00:00 AM","subway","344","Kingston Av (3)","Brooklyn","omny","OMNY - Students","2","0","40.6694","-73.94216","POINT (-73.94216 40.6694)"
"04/30/2026 12:00:00 AM","subway","626","Franklin Av-Medgar Evers College/Botanic Garden (2,3,4,5,S)","Brooklyn","omny","OMNY - Students","3","0","40.670513","-73.95869","POINT (-73.95869 40.670513)"
"04/30/2026 12:00:00 AM","subway","192","Rockaway Blvd (A)","Queens","omny","OMNY - Seniors & Disability","1","0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"04/30/2026 12:00:00 AM","subway","221","21 St-Queensbridge (M)","Queens","omny","OMNY - Fair Fare","2","0","40.754204","-73.94283","POINT (-73.94283 40.754204)"
"04/30/2026 12:00:00 AM","subway","221","21 St-Queensbridge (M)","Queens","omny","OMNY - Seniors & Disability","6","0","40.754204","-73.94283","POINT (-73.94283 40.754204)"
"04/30/2026 12:00:00 AM","subway","222","Roosevelt Island (M)","Manhattan","omny","OMNY - Full Fare","16","2","40.759144","-73.95326","POINT (-73.95326 40.759144)"
"04/30/2026 12:00:00 AM","subway","310","96 St (1,2,3)","Manhattan","omny","OMNY - Full Fare","106","11","40.79392","-73.97232","POINT (-73.97232 40.79392)"
"04/30/2026 12:00:00 AM","subway","327","Chambers St (1,2,3)","Manhattan","metrocard","Metrocard - Other","1","0","40.715477","-74.00927","POINT (-74.00927 40.715477)"
"04/30/2026 12:00:00 AM","subway","451","Junction Blvd (7)","Queens","metrocard","Metrocard - Other","1","0","40.749146","-73.86953","POINT (-73.86953 40.749146)"
"04/30/2026 12:00:00 AM","subway","622","Brooklyn Bridge-City Hall/Chambers St (4,5,6,J,Z)","Manhattan","omny","OMNY - Full Fare","155","1","40.713154","-74.00377","POINT (-74.00377 40.713154)"
"04/30/2026 12:00:00 AM","subway","81","111 St (J)","Queens","omny","OMNY - Seniors & Disability","1","0","40.69742","-73.83634","POINT (-73.83634 40.69742)"
"04/30/2026 12:00:00 AM","subway","127","DeKalb Av (L)","Brooklyn","omny","OMNY - Fair Fare","1","0","40.70381","-73.91843","POINT (-73.91843 40.70381)"
"04/30/2026 12:00:00 AM","subway","231","Grand St (B,D)","Manhattan","omny","OMNY - Other","5","0","40.718266","-73.99375","POINT (-73.99375 40.718266)"
"04/30/2026 12:00:00 AM","subway","234","East Broadway (F)","Manhattan","omny","OMNY - Other","5","0","40.713715","-73.99017","POINT (-73.99017 40.713715)"
"04/30/2026 12:00:00 AM","subway","305","137 St-City College (1)","Manhattan","omny","OMNY - Other","4","0","40.822006","-73.953674","POINT (-73.953674 40.822006)"
"04/30/2026 12:00:00 AM","subway","327","Chambers St (1,2,3)","Manhattan","omny","OMNY - Seniors & Disability","5","0","40.715477","-74.00927","POINT (-74.00927 40.715477)"
"04/30/2026 12:00:00 AM","subway","368","Morrison Av-Soundview (6)","Bronx","omny","OMNY - Seniors & Disability","1","0","40.82952","-73.87452","POINT (-73.87452 40.82952)"
"04/30/2026 12:00:00 AM","subway","403","33 St (6)","Manhattan","omny","OMNY - Seniors & Disability","8","0","40.746082","-73.98208","POINT (-73.98208 40.746082)"
"04/30/2026 12:00:00 AM","subway","452","90 St-Elmhurst Av (7)","Queens","omny","OMNY - Full Fare","29","1","40.74841","-73.87661","POINT (-73.87661 40.74841)"
"04/30/2026 12:00:00 AM","subway","91","Alabama Av (J,Z)","Brooklyn","metrocard","Metrocard - Other","1","0","40.67699","-73.89865","POINT (-73.89865 40.67699)"
"04/30/2026 12:00:00 AM","tram","TRAM1","RI Tramway (Manhattan)","Manhattan","omny","OMNY - Full Fare","6","3","40.761337","-73.96416","POINT (-73.96416 40.761337)"
"04/30/2026 12:00:00 AM","staten_island_railway","502","Tompkinsville (SIR)","Staten Island","omny","OMNY - Students","1","0","40.636948","-74.07484","POINT (-74.07484 40.636948)"
"04/30/2026 12:00:00 AM","subway","138","Canarsie-Rockaway Pkwy (L)","Brooklyn","omny","OMNY - Other","6","0","40.646652","-73.90185","POINT (-73.90185 40.646652)"
"04/30/2026 12:00:00 AM","subway","263","63 Dr-Rego Park (M,R)","Queens","omny","OMNY - Fair Fare","2","0","40.729847","-73.8616","POINT (-73.8616 40.729847)"
"04/30/2026 12:00:00 AM","subway","323","Christopher St-Stonewall (1)","Manhattan","omny","OMNY - Students","2","0","40.73342","-74.00291","POINT (-74.00291 40.73342)"
"04/30/2026 12:00:00 AM","subway","336","Hoyt St (2,3)","Brooklyn","omny","OMNY - Seniors & Disability","1","0","40.690544","-73.98506","POINT (-73.98506 40.690544)"
"04/30/2026 12:00:00 AM","subway","378","Woodlawn (4)","Bronx","omny","OMNY - Students","3","0","40.886036","-73.87875","POINT (-73.87875 40.886036)"
"04/30/2026 12:00:00 AM","subway","391","138 St-Grand Concourse (4,5)","Bronx","metrocard","Metrocard - Full Fare","1","0","40.813225","-73.92985","POINT (-73.92985 40.813225)"
"04/30/2026 12:00:00 AM","subway","453","82 St-Jackson Hts (7)","Queens","omny","OMNY - Students","1","0","40.747658","-73.8837","POINT (-73.8837 40.747658)"
"04/30/2026 12:00:00 AM","subway","17","Prince St (R,W)","Manhattan","omny","OMNY - Full Fare","55","0","40.72433","-73.9977","POINT (-73.9977 40.72433)"
"04/30/2026 12:00:00 AM","subway","396","96 St (6)","Manhattan","omny","OMNY - Fair Fare","1","0","40.78567","-73.95107","POINT (-73.95107 40.78567)"
"04/30/2026 12:00:00 AM","subway","601","14 St/6 Av (1,2,3,L,F,M)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","1","0","40.737797","-73.997734","POINT (-73.997734 40.737797)"
"04/30/2026 12:00:00 AM","subway","124","Montrose Av (L)","Brooklyn","omny","OMNY - Other","1","0","40.70774","-73.93985","POINT (-73.93985 40.70774)"
"04/30/2026 12:00:00 AM","subway","159","81 St-Museum of Natural History (C,B)","Manhattan","omny","OMNY - Full Fare","21","3","40.781433","-73.972145","POINT (-73.972145 40.781433)"
"04/30/2026 12:00:00 AM","subway","187","Shepherd Av (C)","Brooklyn","metrocard","Metrocard - Other","2","0","40.67413","-73.88075","POINT (-73.88075 40.67413)"
"04/30/2026 12:00:00 AM","subway","272","36 St (M,R)","Queens","omny","OMNY - Other","1","0","40.75204","-73.92878","POINT (-73.92878 40.75204)"
"04/30/2026 12:00:00 AM","subway","385","176 St (4)","Bronx","omny","OMNY - Fair Fare","4","0","40.84848","-73.9118","POINT (-73.9118 40.84848)"
"04/30/2026 12:00:00 AM","subway","425","Bronx Park East (2,5)","Bronx","omny","OMNY - Full Fare","5","0","40.848827","-73.868454","POINT (-73.868454 40.848827)"
"04/30/2026 12:00:00 AM","subway","439","125 St (2,3)","Manhattan","omny","OMNY - Full Fare","60","6","40.807755","-73.945496","POINT (-73.945496 40.807755)"
"04/30/2026 12:00:00 AM","subway","628","Fulton St (2,3,4,5,A,C,J,Z)","Manhattan","omny","OMNY - Fair Fare","21","1","40.71009","-74.007835","POINT (-74.007835 40.71009)"
"04/30/2026 12:00:00 AM","subway","198","Howard Beach-JFK Airport (A)","Queens","omny","OMNY - Seniors & Disability","3","0","40.660477","-73.8303","POINT (-73.8303 40.660477)"
"04/30/2026 12:00:00 AM","subway","318","34 St-Penn Station (1,2,3)","Manhattan","omny","OMNY - Other","26","0","40.750374","-73.99106","POINT (-73.99106 40.750374)"
"04/30/2026 12:00:00 AM","subway","33","45 St (R)","Brooklyn","metrocard","Metrocard - Other","1","0","40.648937","-74.01001","POINT (-74.01001 40.648937)"
"04/30/2026 12:00:00 AM","subway","38","86 St (R)","Brooklyn","omny","OMNY - Other","1","0","40.62269","-74.0284","POINT (-74.0284 40.62269)"
"04/30/2026 12:00:00 AM","subway","426","E 180 St (2,5)","Bronx","omny","OMNY - Full Fare","28","3","40.841892","-73.87349","POINT (-73.87349 40.841892)"
"04/30/2026 12:00:00 AM","subway","429","Freeman St (2,5)","Bronx","omny","OMNY - Fair Fare","1","0","40.829994","-73.89187","POINT (-73.89187 40.829994)"
"04/30/2026 12:00:00 AM","subway","607","34 St-Herald Sq (B,D,F,M,N,Q,R,W)","Manhattan","omny","OMNY - Seniors & Disability","41","0","40.74964","-73.987885","POINT (-73.987885 40.74964)"
"04/30/2026 12:00:00 AM","subway","610","Grand Central-42 St (4,5,6,7,S)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","2","0","40.75199","-73.977356","POINT (-73.977356 40.75199)"
"04/30/2026 12:00:00 AM","subway","151","145 St (A,C,B,D)","Manhattan","metrocard","Metrocard - Other","1","0","40.824783","-73.944214","POINT (-73.944214 40.824783)"
"04/30/2026 12:00:00 AM","subway","158","86 St (C,B)","Manhattan","omny","OMNY - Fair Fare","2","0","40.78587","-73.96892","POINT (-73.96892 40.78587)"
"04/30/2026 12:00:00 AM","subway","280","Jamaica-Van Wyck (E)","Queens","omny","OMNY - Students","2","0","40.702564","-73.81686","POINT (-73.81686 40.702564)"
"04/30/2026 12:00:00 AM","subway","292","Fulton St (G)","Brooklyn","omny","OMNY - Full Fare","19","1","40.68712","-73.97537","POINT (-73.97537 40.68712)"
"04/30/2026 12:00:00 AM","subway","303","157 St (1)","Manhattan","omny","OMNY - Students","1","0","40.83404","-73.94489","POINT (-73.94489 40.83404)"
"04/30/2026 12:00:00 AM","subway","424","Pelham Pkwy (2,5)","Bronx","metrocard","Metrocard - Other","1","0","40.857193","-73.867615","POINT (-73.867615 40.857193)"
"04/30/2026 12:00:00 AM","subway","44","Church Av (B,Q)","Brooklyn","omny","OMNY - Students","2","0","40.650528","-73.96298","POINT (-73.96298 40.650528)"
"04/30/2026 12:00:00 AM","subway","9","57 St-7 Av (N,Q,R,W)","Manhattan","omny","OMNY - Students","5","0","40.764664","-73.98066","POINT (-73.98066 40.764664)"
"04/30/2026 12:00:00 AM","subway","135","Livonia Av (L)","Brooklyn","omny","OMNY - Full Fare","7","1","40.66404","-73.90057","POINT (-73.90057 40.66404)"
"04/30/2026 12:00:00 AM","subway","17","Prince St (R,W)","Manhattan","omny","OMNY - Other","3","0","40.72433","-73.9977","POINT (-73.9977 40.72433)"
"04/30/2026 12:00:00 AM","subway","176","Lafayette Av (C)","Brooklyn","metrocard","Metrocard - Other","1","0","40.68611","-73.973946","POINT (-73.973946 40.68611)"
"04/30/2026 12:00:00 AM","subway","277","7 Av (E,B,D)","Manhattan","omny","OMNY - Fair Fare","10","0","40.762863","-73.981636","POINT (-73.981636 40.762863)"
"04/30/2026 12:00:00 AM","subway","321","18 St (1)","Manhattan","omny","OMNY - Students","1","0","40.74104","-73.99787","POINT (-73.99787 40.74104)"
"04/30/2026 12:00:00 AM","subway","375","Cypress Av (6)","Bronx","omny","OMNY - Students","1","0","40.805367","-73.91404","POINT (-73.91404 40.805367)"
"04/30/2026 12:00:00 AM","subway","382","Fordham Rd (4)","Bronx","omny","OMNY - Full Fare","27","3","40.862804","-73.90103","POINT (-73.90103 40.862804)"
"04/30/2026 12:00:00 AM","subway","475","96 St (Q)","Manhattan","omny","OMNY - Students","3","0","40.784317","-73.94715","POINT (-73.94715 40.784317)"
"04/30/2026 12:00:00 AM","subway","65","79 St (D)","Brooklyn","omny","OMNY - Full Fare","7","1","40.613503","-74.00061","POINT (-74.00061 40.613503)"
"04/30/2026 12:00:00 AM","subway","14","23 St (R,W)","Manhattan","omny","OMNY - Seniors & Disability","7","0","40.741302","-73.98934","POINT (-73.98934 40.741302)"
"04/30/2026 12:00:00 AM","subway","16","8 St-NYU (R,W)","Manhattan","omny","OMNY - Full Fare","145","0","40.730328","-73.99263","POINT (-73.99263 40.730328)"
"04/30/2026 12:00:00 AM","subway","2","Astoria Blvd (N,W)","Queens","omny","OMNY - Other","6","0","40.77026","-73.91785","POINT (-73.91785 40.77026)"
"04/30/2026 12:00:00 AM","subway","328","WTC Cortlandt (1)","Manhattan","omny","OMNY - Full Fare","51","0","40.711834","-74.01219","POINT (-74.01219 40.711834)"
"04/30/2026 12:00:00 AM","subway","348","Rockaway Av (3)","Brooklyn","omny","OMNY - Full Fare","4","0","40.662548","-73.90894","POINT (-73.90894 40.662548)"
"04/30/2026 12:00:00 AM","subway","397","86 St (4,5,6)","Manhattan","omny","OMNY - Full Fare","105","7","40.77949","-73.95559","POINT (-73.95559 40.77949)"
"04/30/2026 12:00:00 AM","subway","68","Bay Pkwy (D)","Brooklyn","omny","OMNY - Students","1","0","40.601875","-73.99373","POINT (-73.99373 40.601875)"
"04/30/2026 12:00:00 AM","subway","34","53 St (R)","Brooklyn","omny","OMNY - Other","4","0","40.64507","-74.01403","POINT (-74.01403 40.64507)"
"04/30/2026 12:00:00 AM","subway","358","Newkirk Av-Little Haiti (2,5)","Brooklyn","omny","OMNY - Full Fare","5","0","40.63997","-73.94841","POINT (-73.94841 40.63997)"
"04/30/2026 12:00:00 AM","subway","440","116 St (2,3)","Manhattan","omny","OMNY - Seniors & Disability","2","0","40.802097","-73.94962","POINT (-73.94962 40.802097)"
"04/30/2026 12:00:00 AM","subway","138","Canarsie-Rockaway Pkwy (L)","Brooklyn","metrocard","Metrocard - Other","2","0","40.646652","-73.90185","POINT (-73.90185 40.646652)"
"04/30/2026 12:00:00 AM","subway","193","104 St (A)","Queens","omny","OMNY - Full Fare","1","0","40.68171","-73.837685","POINT (-73.837685 40.68171)"
"04/30/2026 12:00:00 AM","subway","20","City Hall (R,W)","Manhattan","omny","OMNY - Seniors & Disability","2","0","40.713284","-74.00698","POINT (-74.00698 40.713284)"
"04/30/2026 12:00:00 AM","subway","203","Rockaway Park-Beach 116 St (A,S)","Queens","metrocard","Metrocard - Other","3","0","40.580902","-73.835594","POINT (-73.835594 40.580902)"
"04/30/2026 12:00:00 AM","subway","289","Bedford-Nostrand Avs (G)","Brooklyn","omny","OMNY - Full Fare","14","0","40.68963","-73.95352","POINT (-73.95352 40.68963)"
"04/30/2026 12:00:00 AM","subway","394","110 St (6)","Manhattan","metrocard","Metrocard - Other","2","0","40.79502","-73.94425","POINT (-73.94425 40.79502)"
"04/30/2026 12:00:00 AM","subway","414","Bowling Green (4,5)","Manhattan","omny","OMNY - Other","28","0","40.70482","-74.01407","POINT (-74.01407 40.70482)"
"04/30/2026 12:00:00 AM","subway","439","125 St (2,3)","Manhattan","metrocard","Metrocard - Other","3","0","40.807755","-73.945496","POINT (-73.945496 40.807755)"
"04/30/2026 12:00:00 AM","subway","439","125 St (2,3)","Manhattan","omny","OMNY - Other","13","0","40.807755","-73.945496","POINT (-73.945496 40.807755)"
"04/30/2026 12:00:00 AM","subway","635","Whitehall St-South Ferry (1,R,W)","Manhattan","omny","OMNY - Students","8","0","40.702576","-74.01333","POINT (-74.01333 40.702576)"
